ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol
1416927_at	0.7143155	3.70E-01	-0.947878	-6.185517	-0.1716609	Trp53inp1
1439945_at	0.7144945	3.70E-01	-0.947628	-6.185752	-0.1448924	Zfp449
1450490_at	0.7144945	3.70E-01	-0.947619	-6.185761	-0.0820355	Kcna7
1417010_at	0.7145386	3.70E-01	-0.947538	-6.185837	-0.0967253	Zbtb18
1434390_at	0.7145617	3.70E-01	0.947481	-6.185891	0.1217949	AI503316///Hnrnpu
1430123_a_at	0.7145709	3.70E-01	0.947397	-6.18597	0.0745404	Akr1a1
1426710_at	0.7145709	3.70E-01	0.947345	-6.186019	0.0819699	Calm3///Calm2///Calm1
1422252_a_at	0.7145709	3.70E-01	0.947345	-6.186019	0.1071258	Cdc25c
1428349_s_at	0.7145709	3.70E-01	0.947302	-6.186059	0.1980548	Ebf3
1448255_a_at	0.7145709	3.70E-01	0.947285	-6.186075	0.0878389	Surf4
1454181_at	0.7145709	3.70E-01	-0.947273	-6.186087	-0.14065	Zc2hc1b
1459574_at	0.7146771	3.70E-01	0.947125	-6.186226	0.1018527	
1439405_x_at	0.7146775	3.70E-01	0.947074	-6.186274	0.0931446	Cntd1
1437952_at	0.7146775	3.70E-01	-0.94703	-6.186315	-0.1289462	AU040096
1458084_at	0.7146775	3.70E-01	0.947025	-6.18632	0.0963083	Zdhhc17
1419327_at	0.7146775	3.70E-01	0.946993	-6.18635	0.1128226	Pdxdc1
1437407_at	0.7146879	3.70E-01	0.946948	-6.186392	0.1340284	Rnf222
1446640_at	0.7147116	3.71E-01	-0.94689	-6.186447	-0.0983754	
1456371_a_at	0.7147264	3.71E-01	0.946841	-6.186493	0.1139255	Shroom1
1427437_at	0.7147273	3.71E-01	0.946807	-6.186525	0.1280814	
1436723_at	0.7147277	3.71E-01	-0.946742	-6.186586	-0.0791211	Cenpi
1443580_at	0.7147277	3.71E-01	-0.946693	-6.186632	-0.0878206	
1440726_at	0.7147277	3.71E-01	-0.946685	-6.186639	-0.1226003	
1445055_at	0.7147277	3.71E-01	0.946643	-6.186679	0.0848923	
1425217_a_at	0.7147277	3.71E-01	0.946642	-6.18668	0.0899715	Synj2
1418369_at	0.7147367	3.71E-01	-0.946569	-6.186748	-0.1344689	Prim1
1429168_at	0.7147367	3.71E-01	0.946528	-6.186787	0.0805701	Zbtb46
1457411_at	0.7147367	3.71E-01	-0.946527	-6.186788	-0.1309379	Nvl
1417546_at	0.7147367	3.71E-01	0.946447	-6.186863	0.0871119	Il2rb
1454340_at	0.7147367	3.71E-01	-0.946441	-6.186869	-0.0969205	9530025H10Rik
1419889_at	0.7147367	3.71E-01	-0.946434	-6.186875	-0.0897096	Gm38604
1440147_at	0.7147641	3.71E-01	-0.946353	-6.186951	-0.1376066	Lgi2
1445553_at	0.7147641	3.71E-01	0.946325	-6.186978	0.0869903	Ric3
1424662_at	0.7147641	3.71E-01	-0.946306	-6.186996	-0.0895613	Pmpca
1450903_at	0.7147976	3.71E-01	0.946138	-6.187154	0.1267391	Rad23b
1425000_s_at	0.7147976	3.71E-01	0.946085	-6.187204	0.148577	Proser2
1452329_at	0.7147976	3.71E-01	-0.946048	-6.187239	-0.1189315	Plekhn1
1426800_at	0.7147976	3.71E-01	0.94599	-6.187293	0.1428094	Rab8b
1435956_at	0.7147976	3.71E-01	0.945988	-6.187295	0.0828971	Frmd5
1439330_at	0.7147976	3.71E-01	-0.945976	-6.187306	-0.1483119	D230040J21Rik
1422295_at	0.7147976	3.71E-01	0.945975	-6.187307	0.1236896	Mecom
1435773_at	0.7147976	3.71E-01	0.945961	-6.18732	0.1726664	Parpbp
1430917_at	0.7147976	3.71E-01	0.945948	-6.187333	0.0904079	9130401L11Rik
1455315_at	0.7147976	3.71E-01	-0.945925	-6.187354	-0.1174355	Trp53i13
1417185_at	0.7147976	3.71E-01	0.945907	-6.187371	0.1626317	Ly6a
1445408_at	0.7148586	3.71E-01	-0.945808	-6.187464	-0.1089619	Dnaic2
1441958_s_at	0.7149153	3.71E-01	-0.945659	-6.187604	-0.1541427	Ager
1443727_x_at	0.7149153	3.71E-01	0.945577	-6.187681	0.0955615	Smyd1
1450946_at	0.7149153	3.71E-01	0.945558	-6.187699	0.1144882	Nrl
1445293_at	0.7149153	3.71E-01	0.945512	-6.187741	0.1543376	
1418006_at	0.7149153	3.71E-01	0.945482	-6.18777	0.0878427	Zc3h18
1431305_at	0.7149153	3.71E-01	0.945457	-6.187793	0.0844193	Mcoln1
1441555_at	0.7149153	3.71E-01	0.945452	-6.187798	0.0997783	
1440002_at	0.7149153	3.71E-01	-0.945447	-6.187803	-0.1379439	Rnmt
1451842_a_at	0.7149153	3.71E-01	-0.945427	-6.187822	-0.1215362	Chrnb3
1428621_a_at	0.7149153	3.71E-01	-0.945401	-6.187846	-0.0769345	Ramp2///Vps25
1457955_at	0.7149153	3.71E-01	-0.945281	-6.187959	-0.1303173	
1449918_at	0.7149153	3.71E-01	0.945274	-6.187965	0.0902107	Cd209g
1457152_at	0.7149153	3.71E-01	-0.945264	-6.187975	-0.1299324	
1453027_at	0.7149153	3.71E-01	-0.945226	-6.18801	-0.0988399	Dlgap1
1423965_at	0.7149153	3.71E-01	0.945204	-6.188031	0.0786875	Cd99l2
1432624_at	0.7149153	3.71E-01	0.945188	-6.188046	0.0991583	5830487K18Rik
1419051_at	0.7149153	3.71E-01	0.945183	-6.188051	0.1199304	Ovol1
1439510_at	0.7149153	3.71E-01	0.945135	-6.188096	0.125401	Sgol1
1448724_at	0.7149153	3.71E-01	-0.945121	-6.188109	-0.2830229	Cish
1418491_a_at	0.7149191	3.71E-01	-0.945084	-6.188144	-0.0781992	Pus3
1443977_at	0.7149517	3.71E-01	-0.944997	-6.188225	-0.1366507	E130014H10Rik
1436693_x_at	0.7149517	3.71E-01	-0.944956	-6.188264	-0.0839887	Slc35e4
1436712_at	0.7149517	3.71E-01	-0.94493	-6.188288	-0.09875	Pla2g4c
1423483_s_at	0.7149517	3.71E-01	0.944886	-6.18833	0.079891	Taf1c
1453223_s_at	0.7149517	3.71E-01	-0.944884	-6.188331	-0.0996385	Dppa2
1442265_at	0.7149623	3.72E-01	0.94484	-6.188373	0.1107561	Fancc
1447554_at	0.7149758	3.72E-01	0.944792	-6.188418	0.0923344	Sde2
1452841_at	0.7149859	3.72E-01	-0.944711	-6.188494	-0.0943839	Pgm2l1
1439882_at	0.7149859	3.72E-01	-0.944665	-6.188538	-0.0848345	Sec23ip
1442921_at	0.7149859	3.72E-01	0.944662	-6.18854	0.1229225	
1456918_at	0.7149859	3.72E-01	-0.94465	-6.188551	-0.0902349	Raph1
1441032_at	0.715027	3.72E-01	-0.944572	-6.188624	-0.0931264	LOC102642578///Gm14168
1446987_at	0.7150544	3.72E-01	-0.94451	-6.188683	-0.0939521	
1423898_a_at	0.7151084	3.72E-01	0.944398	-6.188787	0.0759266	Trip12
1447735_x_at	0.7151084	3.72E-01	-0.944374	-6.18881	-0.0919989	Rbfox1
1454030_at	0.7151084	3.72E-01	-0.944353	-6.18883	-0.1153328	Ppp6r3
1425032_at	0.7151285	3.72E-01	0.944289	-6.18889	0.0882484	Scgb2b27
1432355_at	0.7151285	3.72E-01	0.944265	-6.188912	0.0959902	2210039B01Rik
1427162_a_at	0.7151285	3.72E-01	0.944232	-6.188943	0.0783728	Elk4
1444103_at	0.7151519	3.72E-01	-0.94415	-6.189021	-0.1895572	Epsti1
1459308_at	0.7151519	3.72E-01	0.944116	-6.189052	0.0848164	
1416696_at	0.7151519	3.72E-01	0.944108	-6.18906	0.1000989	Mydgf
1434387_at	0.7151519	3.72E-01	-0.944075	-6.18909	-0.0848986	Fam234a
1437756_at	0.7152089	3.72E-01	-0.943981	-6.189179	-0.1350289	Gimap9
1446523_at	0.7152321	3.72E-01	-0.943892	-6.189262	-0.1152017	
1431321_at	0.7152321	3.72E-01	0.94389	-6.189264	0.1401603	P2rx3
1451149_at	0.7152528	3.72E-01	-0.943812	-6.189337	-0.0809534	Pgm2
1440944_at	0.7152528	3.72E-01	0.943802	-6.189347	0.0978335	Anks1b
1446374_at	0.7154145	3.72E-01	0.943595	-6.189541	0.1409025	Arhgef10
1453080_at	0.7154388	3.72E-01	0.943528	-6.189604	0.1195051	Apol7a
1441657_at	0.7154388	3.72E-01	0.943503	-6.189628	0.1288371	
1460529_at	0.7154678	3.72E-01	0.943438	-6.189688	0.0969363	4930455M05Rik
1447460_at	0.7154879	3.72E-01	0.943384	-6.189739	0.1519997	
1440976_at	0.7154905	3.72E-01	-0.943348	-6.189773	-0.0756828	Zfp652os
1446346_at	0.7154905	3.72E-01	0.943315	-6.189803	0.154855	
1441210_at	0.7155167	3.72E-01	0.943254	-6.189861	0.1040943	
1459701_x_at	0.7155361	3.72E-01	-0.943192	-6.189919	-0.0812085	
1460091_at	0.7155361	3.72E-01	-0.943128	-6.189979	-0.0754946	Ppp1r12b
1447399_at	0.7155361	3.72E-01	0.943036	-6.190065	0.1155223	
1447204_at	0.7155361	3.72E-01	-0.942987	-6.190111	-0.1168661	
1431640_at	0.7155361	3.72E-01	0.942978	-6.190119	0.1083282	4933431J24Rik
1425161_a_at	0.7155361	3.72E-01	0.942962	-6.190135	0.10197	Trabd
1438833_at	0.7155361	3.72E-01	0.94295	-6.190145	0.0943887	Casc5
1446980_at	0.7155361	3.72E-01	0.94289	-6.190202	0.1233801	
1433515_s_at	0.7155361	3.72E-01	0.94288	-6.190211	0.0992335	Etnk1
1421688_a_at	0.7155361	3.72E-01	-0.942876	-6.190215	-0.1565882	Ccl1
1424391_at	0.7155361	3.72E-01	0.942817	-6.19027	0.082642	Nrd1
1438337_x_at	0.7155361	3.72E-01	-0.942781	-6.190304	-0.0814403	Tmprss11g
1422593_at	0.7155361	3.73E-01	0.942752	-6.190331	0.0861549	Ap3s1
1425043_s_at	0.7155361	3.73E-01	-0.942734	-6.190348	-0.1177449	Ccdc163
1431581_at	0.7155361	3.73E-01	-0.942721	-6.19036	-0.0948066	4922502B01Rik
1436100_at	0.7155361	3.73E-01	0.942707	-6.190374	0.1780408	Sh2d5
1432531_at	0.7156214	3.73E-01	-0.942582	-6.190491	-0.083667	9230104L09Rik
1447029_at	0.7157741	3.73E-01	-0.94228	-6.190773	-0.1203272	
1429368_at	0.7157741	3.73E-01	0.942216	-6.190833	0.0985107	Lrig3
1426551_at	0.7157741	3.73E-01	0.94219	-6.190858	0.0834972	Sidt1
1457034_at	0.7157741	3.73E-01	0.942187	-6.190861	0.1290476	Fam208a
1429966_at	0.7157741	3.73E-01	-0.942175	-6.190872	-0.0835367	Abhd18
1438193_at	0.7157741	3.73E-01	0.942096	-6.190946	0.1454716	Nrxn3
1423389_at	0.7157741	3.73E-01	0.942074	-6.190966	0.0774438	Smad7
1459321_at	0.7157741	3.73E-01	-0.942028	-6.19101	-0.1239398	
1442678_at	0.7157741	3.73E-01	-0.942027	-6.19101	-0.1075298	Ccdc28b
1420902_at	0.7157741	3.73E-01	0.941935	-6.191096	0.1004143	St6galnac3
1433984_a_at	0.7157741	3.73E-01	-0.941915	-6.191115	-0.0756487	Mdh2
1454285_at	0.7157741	3.73E-01	0.941905	-6.191124	0.1503428	2900042E19Rik
1456265_at	0.7157741	3.73E-01	0.941888	-6.191141	0.0984946	Lekr1
1438280_at	0.7157741	3.73E-01	-0.941883	-6.191145	-0.1072684	Smkr-ps
1457867_at	0.7157741	3.73E-01	0.941849	-6.191177	0.1324684	Sgpp2
1454245_at	0.7157741	3.73E-01	-0.94184	-6.191186	-0.1156751	Csmd3
1421727_at	0.7157741	3.73E-01	0.941815	-6.191209	0.1213661	Eya1
1459833_x_at	0.7157741	3.73E-01	-0.941796	-6.191226	-0.0880157	Cib2
1432041_at	0.7157741	3.73E-01	-0.94179	-6.191232	-0.0779437	4930519A11Rik
1441598_at	0.7157741	3.73E-01	-0.941759	-6.191261	-0.0990554	Tmeff2
1439485_at	0.7158887	3.73E-01	-0.941603	-6.191407	-0.1609529	Zfp608
1456473_x_at	0.7159018	3.73E-01	0.941519	-6.191485	0.1179125	Arf2
1448268_at	0.7159018	3.73E-01	-0.941497	-6.191506	-0.080144	Tmed9
1457584_at	0.7159018	3.73E-01	0.94149	-6.191513	0.0947612	Suco
1459115_at	0.715986	3.73E-01	0.941278	-6.191712	0.1035063	
1460620_at	0.715986	3.73E-01	-0.941266	-6.191723	-0.1123372	Zfp592
1450193_at	0.715986	3.73E-01	0.941248	-6.19174	0.1103089	Hcn1
1427149_at	0.715986	3.73E-01	0.941185	-6.191798	0.0808677	Plekha6
1444957_at	0.715986	3.73E-01	0.941177	-6.191806	0.0930129	
1431451_at	0.715986	3.73E-01	0.941122	-6.191857	0.1160605	Glt6d1
1438484_at	0.715986	3.73E-01	-0.941099	-6.191879	-0.1307873	Ado
1425724_at	0.715986	3.73E-01	-0.940988	-6.191983	-0.1415854	Ptprn2
1446668_at	0.715986	3.73E-01	0.940979	-6.191991	0.0943599	
1445056_at	0.715986	3.73E-01	0.940955	-6.192013	0.0796453	9230102K24Rik
1418467_at	0.715986	3.73E-01	-0.940933	-6.192034	-0.0825178	Smarcd3
1453503_at	0.715986	3.73E-01	0.940896	-6.192069	0.1163053	Spink12
1416937_at	0.715986	3.73E-01	0.940873	-6.192091	0.0815828	Gabarap
1434261_at	0.715986	3.73E-01	-0.940852	-6.19211	-0.1320403	Sipa1l2
1442573_at	0.715986	3.73E-01	-0.940839	-6.192122	-0.0850466	Trmt13
1424413_at	0.715986	3.73E-01	-0.940837	-6.192124	-0.1363304	Ogfrl1
1416309_at	0.715986	3.73E-01	0.94081	-6.19215	0.1088469	Nusap1
1446575_at	0.715986	3.73E-01	-0.940808	-6.192152	-0.0893358	C77583
1449513_at	0.7160226	3.73E-01	0.940735	-6.192219	0.1103648	Adam24
1447342_at	0.7160996	3.74E-01	0.940619	-6.192328	0.0917172	
1448543_at	0.7161255	3.74E-01	-0.940459	-6.192477	-0.0843883	Slmo2
1425849_at	0.7161255	3.74E-01	0.940449	-6.192487	0.143381	Chrnb4
1449265_at	0.7161255	3.74E-01	0.940448	-6.192488	0.1237919	Casp1
1422802_at	0.7161255	3.74E-01	-0.940443	-6.192493	-0.075801	Defa3
1432946_at	0.7161255	3.74E-01	0.940427	-6.192507	0.1114078	5230400M06Rik
1442947_x_at	0.7161418	3.74E-01	0.94036	-6.19257	0.157915	
1440788_at	0.7161418	3.74E-01	0.94033	-6.192598	0.0844414	Gas8
1444804_at	0.7161418	3.74E-01	-0.940311	-6.192616	-0.1072683	D17Ertd96e
1428587_at	0.7161935	3.74E-01	0.940212	-6.192709	0.1420081	Tmem41b
1449227_at	0.7161935	3.74E-01	-0.940161	-6.192756	-0.1239922	Ch25h
1427300_at	0.7161935	3.74E-01	-0.940157	-6.19276	-0.1274205	Lhx8
1425056_s_at	0.716237	3.74E-01	0.940077	-6.192835	0.0964664	Ppp6r2
1449768_at	0.7162385	3.74E-01	0.940043	-6.192867	0.084966	
1417528_at	0.7163771	3.74E-01	0.93986	-6.193038	0.1118179	Spag6l
1430436_at	0.7164106	3.74E-01	-0.939791	-6.193102	-0.1348615	Tcaf1
1439293_at	0.7164291	3.74E-01	-0.939738	-6.193151	-0.1434504	Fam214a
1436434_at	0.7164382	3.74E-01	0.939696	-6.193191	0.1056634	E2f2
1427732_s_at	0.7164806	3.74E-01	0.939617	-6.193265	0.0964393	Abcg4
1460304_a_at	0.7166709	3.74E-01	0.939379	-6.193487	0.1561166	Ubtf
1439591_at	0.7167428	3.74E-01	-0.939269	-6.19359	-0.1141471	Ulk2
1426760_at	0.7168174	3.74E-01	-0.939155	-6.193696	-0.0801746	Ipo8
1449673_s_at	0.7169776	3.74E-01	-0.938916	-6.19392	-0.1534965	Tufm
1424044_at	0.7169776	3.74E-01	-0.938891	-6.193943	-0.1070007	Kdm4b
1440760_at	0.7169776	3.74E-01	-0.938849	-6.193982	-0.0870182	
1439222_at	0.7169776	3.74E-01	-0.938825	-6.194005	-0.1535201	Morc2b
1441497_at	0.7169776	3.74E-01	0.938797	-6.194031	0.0825736	AA388235
1450651_at	0.7169776	3.74E-01	-0.938785	-6.194042	-0.0935304	Myo10
1436663_at	0.7170156	3.74E-01	-0.938712	-6.194111	-0.1136193	AI846148
1425807_at	0.7170841	3.75E-01	0.938584	-6.19423	0.0889483	BC021891
1459709_at	0.7170841	3.75E-01	0.938561	-6.194251	0.077704	
1433077_at	0.7170841	3.75E-01	0.938539	-6.194272	0.1437016	2700078F05Rik
1435533_s_at	0.7171127	3.75E-01	0.938476	-6.194331	0.0789801	Rimklb
1454455_at	0.7171298	3.75E-01	0.938424	-6.194379	0.1004999	6530413G14Rik
1453334_at	0.7172019	3.75E-01	0.938314	-6.194482	0.079849	B230216N24Rik
1444376_at	0.7172288	3.75E-01	-0.938252	-6.19454	-0.120673	Sesn1
1448931_at	0.7172399	3.75E-01	0.938207	-6.194582	0.1328245	F2rl1
1439935_at	0.7172511	3.75E-01	-0.93814	-6.194645	-0.0977689	Oosp2
1456257_at	0.7172511	3.75E-01	0.938101	-6.19468	0.07492	Fam126b
1449977_at	0.7172511	3.75E-01	-0.938097	-6.194685	-0.1158165	Egr4
1446057_at	0.7173444	3.75E-01	0.937963	-6.194809	0.0929418	Rlf
1422641_at	0.7173643	3.75E-01	-0.937909	-6.19486	-0.0939466	Dok5
1442002_at	0.7174115	3.75E-01	0.937794	-6.194968	0.1103788	Tmf1
1430926_at	0.7174115	3.75E-01	-0.937747	-6.195012	-0.0794219	Cfap70
1445543_at	0.7174115	3.75E-01	-0.937745	-6.195013	-0.1133932	Zmym5
1453549_at	0.7174115	3.75E-01	0.937727	-6.19503	0.0945397	4930500G05Rik
1432319_at	0.7174473	3.75E-01	0.937655	-6.195097	0.1089133	1700085C21Rik
1439918_at	0.7174552	3.75E-01	0.937614	-6.195135	0.0797906	Odf2
1437202_at	0.7174712	3.75E-01	0.937542	-6.195203	0.1387706	Mysm1
1430941_at	0.7174712	3.75E-01	-0.937531	-6.195213	-0.1012118	Bbs7
1420415_at	0.7174897	3.75E-01	0.937478	-6.195262	0.1943068	Krtap19-9b
1431616_at	0.7175982	3.75E-01	0.937303	-6.195425	0.0974374	Catsperg2
1443862_at	0.7175982	3.75E-01	-0.937296	-6.195432	-0.0941432	
1443686_at	0.7177211	3.75E-01	-0.937112	-6.195604	-0.3280008	H2-DMb2
1425697_at	0.7177211	3.75E-01	0.937098	-6.195617	0.1069389	Nemf
1426506_at	0.7177335	3.75E-01	0.936994	-6.195713	0.0911772	Gm21975///Evi2b///Evi2a
1430318_at	0.7177335	3.75E-01	0.936987	-6.19572	0.1002501	Sat2
1424612_at	0.7177335	3.75E-01	0.936905	-6.195797	0.1549127	Nipal2
1448167_at	0.7177335	3.75E-01	-0.936824	-6.195872	-0.1042218	Ifngr1
1452445_at	0.7177335	3.75E-01	-0.936796	-6.195898	-0.1524776	Slc41a2
1437496_at	0.7177335	3.75E-01	-0.936782	-6.195911	-0.1038317	Acad12
1416397_at	0.7177335	3.75E-01	0.93678	-6.195913	0.1231908	Mesdc1
1433967_at	0.7177335	3.75E-01	0.936764	-6.195928	0.0862043	Bpifb9b
1444255_at	0.7177335	3.75E-01	0.936755	-6.195936	0.1146132	D630045J12Rik
1454560_at	0.7177335	3.75E-01	-0.936735	-6.195955	-0.1469455	4930519N06Rik
1452294_at	0.7177335	3.75E-01	0.936723	-6.195966	0.1205094	Pcdh1
1447072_at	0.7177505	3.75E-01	-0.936672	-6.196014	-0.0915221	
1433325_at	0.7178056	3.76E-01	-0.936566	-6.196113	-0.0831062	9330154F10Rik
1437330_at	0.7178056	3.76E-01	0.936547	-6.19613	0.0987611	Lrrk1
1442793_s_at	0.7178783	3.76E-01	-0.936436	-6.196234	-0.1090054	Tbrg4
1445821_at	0.7179274	3.76E-01	0.93635	-6.196314	0.0798908	
1425009_at	0.7179305	3.76E-01	0.936314	-6.196347	0.0972169	Tcte2
1446341_at	0.7179493	3.76E-01	0.936255	-6.196403	0.0895962	6030403N03Rik
1444296_a_at	0.7179493	3.76E-01	-0.936228	-6.196427	-0.12196	Serpina4-ps1
1450797_a_at	0.7179861	3.76E-01	0.936156	-6.196495	0.1061937	Cbx1
1447091_at	0.7181086	3.76E-01	-0.935985	-6.196654	-0.1020771	
1418036_at	0.7181086	3.76E-01	0.935958	-6.196679	0.1041358	Prim2
1455871_s_at	0.7182201	3.76E-01	-0.935805	-6.196822	-0.0878683	Rpl13///Tax1bp3
1422727_at	0.7182575	3.76E-01	-0.93567	-6.196947	-0.0868009	Nme5
1442950_at	0.7182575	3.76E-01	0.93567	-6.196948	0.1501062	
1418695_a_at	0.7182575	3.76E-01	-0.935667	-6.196951	-0.0755071	Kcmf1
1445741_at	0.7183113	3.76E-01	0.935576	-6.197035	0.1276109	
1457081_at	0.7184079	3.76E-01	-0.935439	-6.197163	-0.095715	D630038D15Rik
1449160_at	0.7184534	3.76E-01	-0.935357	-6.197239	-0.1395756	Npr1
1438267_x_at	0.718511	3.76E-01	-0.935262	-6.197327	-0.0870662	Rnps1
1459430_at	0.7185465	3.76E-01	0.935191	-6.197393	0.114354	Gpr158
1458413_at	0.7185662	3.76E-01	0.935132	-6.197448	0.1243795	Fbxw8
1460511_at	0.7185662	3.76E-01	0.935104	-6.197475	0.096876	Pkp2
1422378_at	0.7185662	3.76E-01	-0.935071	-6.197505	-0.0902654	Vmn1r40
1421514_a_at	0.7185816	3.76E-01	0.935022	-6.197551	0.0965682	Scml2
1459412_at	0.7186664	3.76E-01	-0.934848	-6.197713	-0.1106806	
1445369_at	0.7186664	3.76E-01	0.934832	-6.197728	0.1013779	B230359F08Rik
1438952_x_at	0.7186664	3.76E-01	-0.934815	-6.197743	-0.0807103	Tarbp2
1445090_at	0.7186664	3.76E-01	0.934749	-6.197805	0.1530515	
1438408_at	0.7186664	3.76E-01	0.934733	-6.19782	0.1013884	Sowahb
1454419_at	0.7186664	3.76E-01	0.934725	-6.197827	0.0887943	4930537H20Rik
1458806_at	0.7186664	3.76E-01	0.934701	-6.197849	0.1474865	
1423887_a_at	0.718672	3.76E-01	0.934662	-6.197885	0.1242228	Telo2
1445707_at	0.7187155	3.76E-01	-0.934553	-6.197987	-0.147884	Zdhhc6
1431546_at	0.7187155	3.76E-01	0.93455	-6.19799	0.1002383	4930509K18Rik
1422125_at	0.7188209	3.77E-01	0.934396	-6.198134	0.0814013	Htr2b
1432574_at	0.7188209	3.77E-01	-0.934371	-6.198157	-0.1117389	4930548F15Rik
1442883_s_at	0.718865	3.77E-01	-0.934289	-6.198233	-0.0942645	Abhd17a
1438085_at	0.718865	3.77E-01	-0.934258	-6.198262	-0.0788943	Heatr5b
1446083_at	0.7188744	3.77E-01	-0.934215	-6.198302	-0.1107033	
1437912_at	0.7190591	3.77E-01	0.933983	-6.198517	0.1320253	Iqsec3
1455531_at	0.7190696	3.77E-01	0.933939	-6.198558	0.1258595	Mfsd4a
1439709_at	0.7191158	3.77E-01	0.933856	-6.198635	0.1032551	
1450470_at	0.7192011	3.77E-01	0.933732	-6.198751	0.1101325	Eps8l1
1429338_a_at	0.7192386	3.77E-01	0.933659	-6.198819	0.1016392	Nol9
1458940_at	0.719246	3.77E-01	-0.933618	-6.198857	-0.0793912	5730507A11Rik
1452932_at	0.7192488	3.77E-01	0.933582	-6.19889	0.0761647	Zbtb7a
1421608_at	0.7192943	3.77E-01	-0.933445	-6.199018	-0.1590153	Il20
1415946_at	0.7192943	3.77E-01	-0.933429	-6.199033	-0.1047824	Pigq
1438723_a_at	0.7192943	3.77E-01	0.933415	-6.199046	0.0736905	Rps10
1421285_at	0.7192943	3.77E-01	-0.933376	-6.199082	-0.1287436	Pik3ap1
1455525_at	0.7192943	3.77E-01	-0.933368	-6.19909	-0.1117618	Exog
1446629_at	0.7192943	3.77E-01	0.933337	-6.199119	0.0907378	
1416550_at	0.7193248	3.77E-01	0.933157	-6.199286	0.0970956	Slc35b4
1448048_at	0.7193248	3.77E-01	-0.933147	-6.199295	-0.0850411	Nmrk1
1420818_at	0.7193248	3.77E-01	0.933137	-6.199304	0.1199705	Sla
1442168_at	0.7193248	3.77E-01	-0.933134	-6.199307	-0.2464006	A230071A22Rik
1447819_x_at	0.7193248	3.77E-01	0.933116	-6.199323	0.1248734	
1436296_x_at	0.7193248	3.77E-01	0.933107	-6.199332	0.0866556	Dnaic2
1435033_at	0.7193946	3.77E-01	-0.932999	-6.199432	-0.1105201	Arhgef4
1444813_at	0.7195433	3.77E-01	0.932806	-6.199611	0.0838219	
1441308_at	0.7196101	3.77E-01	-0.932702	-6.199709	-0.0836775	Mobp
1426750_at	0.7196723	3.77E-01	0.93257	-6.199831	0.1405456	Flnb
1456818_at	0.7196723	3.77E-01	-0.93256	-6.19984	-0.1165994	Stk32a
1450554_at	0.7196723	3.77E-01	0.932536	-6.199862	0.0884558	Defb2
1457852_at	0.719811	3.78E-01	0.932345	-6.20004	0.1046467	
1431596_at	0.719811	3.78E-01	0.932321	-6.200062	0.1280707	
1455123_at	0.7198125	3.78E-01	0.932256	-6.200122	0.0822841	St18
1441021_at	0.7198125	3.78E-01	0.932227	-6.200149	0.1365395	Letmd1
1458058_at	0.7198125	3.78E-01	0.932201	-6.200174	0.1195619	7030407E18Rik
1454705_at	0.7198125	3.78E-01	-0.932114	-6.200254	-0.1244787	Fam91a1
1443258_at	0.7198125	3.78E-01	0.932097	-6.20027	0.1256902	Foxp1
1434616_at	0.7198125	3.78E-01	-0.932072	-6.200293	-0.1541067	Slc38a10
1430195_at	0.7198125	3.78E-01	-0.932063	-6.200302	-0.1879032	2810043O03Rik
1453925_at	0.7198125	3.78E-01	0.932058	-6.200307	0.1610028	4930429F24Rik
1447523_at	0.7198375	3.78E-01	0.931998	-6.200362	0.0907999	
1442796_at	0.719851	3.78E-01	-0.931951	-6.200406	-0.1204588	Atf7ip2
1441491_at	0.7199534	3.78E-01	0.931808	-6.200539	0.1127494	A330068G13Rik
1445267_at	0.719957	3.78E-01	0.931728	-6.200613	0.1486848	
1449429_at	0.719957	3.78E-01	-0.931695	-6.200643	-0.1747545	Fkbp1b
1439453_x_at	0.719957	3.78E-01	-0.93168	-6.200658	-0.0941935	Rnaseh2c
1420419_a_at	0.719957	3.78E-01	-0.931637	-6.200698	-0.1901374	Otof
1453858_at	0.719957	3.78E-01	0.931606	-6.200726	0.1175031	Slc35a2
1439822_at	0.719957	3.78E-01	0.931558	-6.200771	0.1210661	
1421316_at	0.719957	3.78E-01	-0.931522	-6.200804	-0.1116297	Lce1g
1427244_at	0.719957	3.78E-01	0.931518	-6.200808	0.0791406	Trappc12
1424586_at	0.719957	3.78E-01	0.931509	-6.200816	0.0851246	Ehbp1
1422425_at	0.7199716	3.78E-01	0.931456	-6.200866	0.1006136	Sprr2k
1430417_s_at	0.7199716	3.78E-01	-0.931428	-6.200891	-0.0775535	Neurl4
1451255_at	0.719979	3.78E-01	0.931342	-6.200971	0.0941371	Lsr
1443820_x_at	0.719979	3.78E-01	-0.931266	-6.201042	-0.0901422	Elovl1
1437633_at	0.719979	3.78E-01	0.931263	-6.201045	0.101587	Ankrd11
1437176_at	0.719979	3.78E-01	-0.93123	-6.201075	-0.3740157	Nlrc5
1420470_at	0.719979	3.78E-01	0.9312	-6.201103	0.1249236	Sult1c1
1437484_at	0.719979	3.78E-01	-0.931155	-6.201144	-0.0738683	Zbtb5
1449970_at	0.719979	3.78E-01	0.93115	-6.201149	0.0753482	Capn12
1441493_at	0.719979	3.78E-01	0.931116	-6.20118	0.1576233	Erc1
1453595_at	0.719979	3.78E-01	-0.931101	-6.201195	-0.1951131	2900064B18Rik
1442310_at	0.719979	3.78E-01	-0.93106	-6.201233	-0.1264602	Pip4k2a
